# fnm 	 exptime
c4d_210920_044512_ori	50.0
c4d_210920_065951_ori	50.0
c4d_210921_072828_ori	240.0
c4d_210923_032230_ori	60.0
c4d_210923_013927_ori	50.0
c4d_210923_053315_ori	50.0
c4d_210923_072313_ori	50.0
c4d_210926_054309_ori	50.0
c4d_210926_084451_ori	50.0
c4d_210917_075519_ori	15.0
c4d_210920_035515_ori	15.0
c4d_210923_005006_ori	20.0
c4d_210923_071328_ori	15.0
c4d_210925_042901_ori	25.0
c4d_210926_053717_ori	15.0
c4d_210929_042858_ori	15.0
c4d_210929_072644_ori	15.0
c4d_210929_051003_ori	130.0
c4d_210929_064103_ori	50.0
c4d_211002_052200_ori	86.0
c4d_211002_061117_ori	50.0
c4d_211002_075104_ori	50.0
c4d_211005_052452_ori	86.0
c4d_211005_063840_ori	50.0
c4d_211005_080833_ori	50.0
c4d_211002_043433_ori	15.0
c4d_211002_073541_ori	15.0
c4d_211005_042642_ori	15.0
c4d_211005_054632_ori	15.0
c4d_211005_080424_ori	15.0
c4d_211011_043753_ori	86.0
c4d_211011_050452_ori	130.0
c4d_211011_042426_ori	50.0
c4d_211011_062630_ori	50.0
c4d_211011_064522_ori	50.0
c4d_210319_022455_ori	130.0
c4d_210328_015836_ori	30.0
c4d_210917_042359_ori	50.0
c4d_210918_064445_ori	240.0
c4d_210920_025509_ori	130.0
c4d_210920_014231_ori	50.0
c4d_210920_044635_ori	50.0
c4d_210920_070110_ori	50.0
c4d_210921_073336_ori	50.0
c4d_210923_032359_ori	86.0
c4d_210923_014047_ori	50.0
c4d_210923_053437_ori	50.0
c4d_210923_072433_ori	50.0
c4d_210926_054441_ori	50.0
c4d_210926_084611_ori	50.0
c4d_210917_075602_ori	15.0
c4d_210920_035559_ori	15.0
c4d_210923_005055_ori	20.0
c4d_210923_073231_ori	15.0
c4d_210925_042955_ori	15.0
c4d_210926_053800_ori	15.0
c4d_210929_042941_ori	15.0
c4d_210929_072751_ori	15.0
c4d_210604_234106_ori	10.0
c4d_210604_234143_ori	80.0
c4d_210604_234332_ori	80.0
c4d_210604_234521_ori	70.0
c4d_210604_234700_ori	70.0
c4d_210929_051241_ori	60.0
c4d_210929_064254_ori	50.0
c4d_210604_235236_ori	10.0
c4d_210604_235315_ori	80.0
c4d_210604_235504_ori	80.0
c4d_210604_235653_ori	70.0
c4d_210604_235832_ori	70.0
c4d_211002_052356_ori	130.0
c4d_211002_061235_ori	50.0
c4d_210605_000409_ori	10.0
c4d_210605_000446_ori	80.0
c4d_210605_000635_ori	80.0
c4d_210605_000824_ori	70.0
c4d_210605_001003_ori	70.0
c4d_211002_075224_ori	50.0
c4d_211005_052646_ori	130.0
c4d_210607_230114_ori	10.0
c4d_210607_230152_ori	80.0
c4d_210607_230341_ori	80.0
c4d_210607_230530_ori	70.0
c4d_210607_230708_ori	70.0
c4d_210319_023059_ori	130.0
c4d_210328_015934_ori	30.0
c4d_210607_231330_ori	10.0
c4d_210607_231452_ori	80.0
c4d_210607_231641_ori	80.0
c4d_210607_231829_ori	70.0
c4d_210607_232008_ori	70.0
c4d_210917_042119_ori	50.0
c4d_210918_064913_ori	240.0
c4d_210607_232544_ori	10.0
c4d_210607_232620_ori	80.0
c4d_210607_232810_ori	80.0
c4d_210607_232958_ori	70.0
c4d_210607_233138_ori	70.0
c4d_210920_025748_ori	60.0
c4d_210920_014351_ori	50.0
c4d_210920_044753_ori	50.0
c4d_210920_070232_ori	50.0
c4d_210921_073454_ori	50.0
c4d_210923_032554_ori	130.0
c4d_210923_035502_ori	50.0
c4d_210923_053557_ori	50.0
c4d_210923_083244_ori	50.0
c4d_210926_054601_ori	50.0
c4d_210926_084729_ori	50.0
c4d_210917_075645_ori	15.0
c4d_210920_035642_ori	15.0
c4d_210923_014220_ori	25.0
c4d_210923_073315_ori	15.0
c4d_210925_043048_ori	15.0
c4d_210926_053844_ori	15.0
c4d_210929_043159_ori	15.0
c4d_210929_072832_ori	15.0
c4d_210929_051408_ori	86.0
c4d_210929_064413_ori	50.0
c4d_211002_052634_ori	60.0
c4d_211002_061358_ori	50.0
c4d_211002_075343_ori	50.0
c4d_211005_052924_ori	60.0
c4d_211005_063959_ori	50.0
c4d_211005_080955_ori	50.0
c4d_211002_043648_ori	15.0
c4d_211002_073649_ori	15.0
c4d_211005_042822_ori	15.0
c4d_211005_054715_ori	15.0
c4d_211005_080507_ori	15.0
c4d_211011_043947_ori	130.0
c4d_211011_050732_ori	60.0
c4d_211011_042545_ori	50.0
c4d_211011_074632_ori	15.0
c4d_211011_074715_ori	15.0
c4d_211011_074758_ori	15.0
c4d_211011_074841_ori	15.0
c4d_211011_075237_ori	15.0
c4d_211011_075320_ori	15.0
c4d_211011_075402_ori	15.0
c4d_211011_075445_ori	15.0
c4d_211011_082538_ori	15.0
c4d_211011_082620_ori	15.0
c4d_211011_082703_ori	15.0
c4d_211011_082747_ori	15.0
c4d_211014_043800_ori	130.0
c4d_211014_044403_ori	130.0
c4d_211014_043435_ori	60.0
c4d_211014_043606_ori	86.0
c4d_211014_044038_ori	60.0
c4d_211014_044208_ori	86.0
c4d_211014_044640_ori	60.0
c4d_211014_044808_ori	86.0
c4d_211014_045002_ori	130.0
c4d_211014_045241_ori	60.0
c4d_211014_045410_ori	86.0
c4d_211014_045604_ori	130.0
c4d_211014_045842_ori	60.0
c4d_211014_050011_ori	86.0
c4d_211014_050205_ori	130.0
c4d_211014_050444_ori	60.0
c4d_211014_050613_ori	86.0
c4d_211014_050808_ori	130.0
c4d_211014_051047_ori	60.0
c4d_211014_051215_ori	86.0
c4d_211014_051411_ori	130.0
c4d_211014_051651_ori	60.0
c4d_211014_051819_ori	86.0
c4d_211014_052013_ori	130.0
c4d_211014_052252_ori	60.0
c4d_211014_052421_ori	86.0
c4d_211014_052615_ori	130.0
c4d_211014_052854_ori	60.0
c4d_211014_053023_ori	86.0
c4d_211014_053217_ori	130.0
c4d_211014_042314_ori	50.0
c4d_211014_042433_ori	50.0
c4d_211014_054157_ori	50.0
c4d_211014_054316_ori	50.0
c4d_211014_054441_ori	50.0
c4d_211014_054600_ori	50.0
c4d_211014_054723_ori	50.0
c4d_211014_054841_ori	50.0
c4d_211014_055001_ori	50.0
c4d_211014_055121_ori	50.0
c4d_211014_055244_ori	50.0
c4d_211014_055402_ori	50.0
c4d_211014_055555_ori	50.0
c4d_211014_055715_ori	50.0
c4d_211014_055835_ori	50.0
c4d_211014_055953_ori	50.0
c4d_211014_060113_ori	50.0
c4d_211014_060233_ori	50.0
c4d_211014_060352_ori	50.0
c4d_211014_060512_ori	50.0
c4d_211014_060629_ori	150.0
c4d_211014_060927_ori	50.0
c4d_211014_061047_ori	50.0
c4d_211014_061216_ori	50.0
c4d_211014_061336_ori	50.0
c4d_211014_063607_ori	50.0
c4d_211014_063726_ori	50.0
c4d_211014_063845_ori	50.0
c4d_211014_064040_ori	50.0
c4d_211014_064200_ori	50.0
c4d_211014_064319_ori	50.0
c4d_211014_064437_ori	50.0
c4d_211014_064602_ori	50.0
c4d_211014_064722_ori	50.0
c4d_211014_064841_ori	50.0
c4d_211014_065000_ori	50.0
c4d_211014_065129_ori	50.0
c4d_211014_065248_ori	50.0
c4d_211014_070348_ori	50.0
c4d_211014_070508_ori	50.0
c4d_211014_070626_ori	50.0
c4d_211014_075526_ori	50.0
c4d_211014_075646_ori	50.0
c4d_211014_075808_ori	50.0
c4d_211014_075927_ori	50.0
c4d_211014_080111_ori	50.0
c4d_211014_080231_ori	50.0
c4d_211014_080401_ori	50.0
c4d_211014_080520_ori	50.0
c4d_211014_042036_ori	15.0
c4d_211014_042119_ori	15.0
c4d_211014_042201_ori	15.0
c4d_211014_042651_ori	15.0
c4d_211014_042733_ori	15.0
c4d_211014_042815_ori	15.0
c4d_211014_043247_ori	15.0
c4d_211014_053535_ori	15.0
c4d_211014_053617_ori	15.0
c4d_211014_053700_ori	15.0
c4d_211014_053747_ori	15.0
c4d_211014_053831_ori	15.0
c4d_211014_053915_ori	15.0
c4d_211014_053957_ori	15.0
c4d_211014_065447_ori	15.0
c4d_211014_065531_ori	15.0
c4d_211014_065614_ori	15.0
c4d_211014_065657_ori	15.0
c4d_211014_065739_ori	15.0
c4d_211014_065822_ori	15.0
c4d_211014_065905_ori	15.0
c4d_211014_065948_ori	15.0
c4d_211014_070032_ori	15.0
c4d_211014_070114_ori	15.0
c4d_211014_070158_ori	15.0
c4d_211014_074430_ori	15.0
c4d_211014_074514_ori	15.0
c4d_211014_074636_ori	15.0
c4d_211014_074719_ori	15.0
c4d_211014_074821_ori	15.0
c4d_211014_074905_ori	15.0
c4d_211014_074948_ori	15.0
c4d_211014_075042_ori	15.0
c4d_211014_075124_ori	15.0
c4d_211014_075235_ori	15.0
c4d_211014_075317_ori	15.0
c4d_211014_075400_ori	15.0
c4d_211014_075443_ori	15.0
c4d_211014_081309_ori	15.0
c4d_211014_081353_ori	15.0
c4d_211014_081435_ori	15.0
c4d_211014_081518_ori	15.0
c4d_211017_022313_ori	60.0
c4d_211017_022444_ori	86.0
c4d_211017_022638_ori	130.0
c4d_211017_022917_ori	60.0
c4d_211017_023047_ori	86.0
c4d_211017_023242_ori	130.0
c4d_211017_023521_ori	60.0
c4d_211017_023650_ori	86.0
c4d_211017_023845_ori	130.0
c4d_211017_024125_ori	60.0
c4d_211017_024254_ori	86.0
c4d_211017_024448_ori	130.0
c4d_211017_024726_ori	60.0
c4d_211017_024854_ori	86.0
c4d_211017_025049_ori	130.0
c4d_211017_025327_ori	60.0
c4d_211017_025457_ori	86.0
c4d_211017_025653_ori	130.0
c4d_211017_025933_ori	60.0
c4d_211017_030102_ori	86.0
c4d_211017_030256_ori	130.0
c4d_211017_030534_ori	60.0
c4d_211017_030702_ori	86.0
c4d_211017_030857_ori	130.0
c4d_211017_031146_ori	60.0
c4d_211017_031314_ori	86.0
c4d_211017_031510_ori	130.0
c4d_211017_031750_ori	60.0
c4d_211017_031920_ori	86.0
c4d_211017_032116_ori	130.0
c4d_211017_003557_ori	50.0
c4d_211017_003717_ori	50.0
c4d_211017_003838_ori	50.0
c4d_211017_003957_ori	50.0
c4d_211017_004118_ori	50.0
c4d_211017_004237_ori	50.0
c4d_211017_004357_ori	50.0
c4d_211017_004517_ori	50.0
c4d_211017_004637_ori	50.0
c4d_211017_004756_ori	50.0
c4d_211017_004917_ori	50.0
c4d_211017_005036_ori	50.0
c4d_211017_005528_ori	50.0
c4d_211017_005824_ori	50.0
c4d_211017_005944_ori	50.0
c4d_211017_010103_ori	50.0
c4d_211017_010225_ori	50.0
c4d_211017_010344_ori	50.0
c4d_211017_010504_ori	50.0
c4d_211017_010623_ori	50.0
c4d_211017_010745_ori	50.0
c4d_211017_010902_ori	50.0
c4d_211017_011023_ori	50.0
c4d_211017_011141_ori	50.0
c4d_211017_011608_ori	50.0
c4d_211017_011728_ori	50.0
c4d_211017_011847_ori	50.0
c4d_211017_032616_ori	50.0
c4d_211017_032736_ori	50.0
c4d_211017_032857_ori	50.0
c4d_211017_033015_ori	50.0
c4d_211017_033136_ori	50.0
c4d_211017_033254_ori	50.0
c4d_211017_033415_ori	50.0
c4d_211017_033535_ori	50.0
c4d_211017_033656_ori	50.0
c4d_211017_033814_ori	50.0
c4d_211017_033935_ori	50.0
c4d_211017_034054_ori	50.0
c4d_211017_034237_ori	50.0
c4d_211017_034355_ori	50.0
c4d_211017_034515_ori	50.0
c4d_211017_034633_ori	50.0
c4d_211017_034756_ori	50.0
c4d_211017_034914_ori	50.0
c4d_211017_035035_ori	50.0
c4d_211017_035153_ori	50.0
c4d_211017_035316_ori	50.0
c4d_211017_035435_ori	50.0
c4d_211017_035555_ori	50.0
c4d_211017_035714_ori	50.0
c4d_211017_035930_ori	50.0
c4d_211017_040050_ori	50.0
c4d_211017_040222_ori	50.0
c4d_211017_040343_ori	50.0
c4d_211017_040511_ori	50.0
c4d_211017_040630_ori	50.0
c4d_211017_040750_ori	50.0
c4d_211017_040909_ori	50.0
c4d_211017_041037_ori	50.0
c4d_211017_041156_ori	50.0
c4d_211017_041316_ori	50.0
c4d_211017_041436_ori	50.0
c4d_211017_043525_ori	50.0
c4d_211017_043645_ori	50.0
c4d_211017_043810_ori	50.0
c4d_211017_043929_ori	50.0
c4d_211017_044049_ori	50.0
c4d_211017_044209_ori	50.0
c4d_211017_044329_ori	50.0
c4d_211017_044447_ori	50.0
c4d_211017_044619_ori	50.0
c4d_211017_044740_ori	50.0
c4d_211017_052219_ori	50.0
c4d_211017_052337_ori	50.0
c4d_211017_052456_ori	50.0
c4d_211017_052615_ori	50.0
c4d_211017_052747_ori	50.0
c4d_211017_052907_ori	50.0
c4d_211017_053042_ori	50.0
c4d_211017_053201_ori	50.0
c4d_211017_053332_ori	50.0
c4d_211017_053452_ori	50.0
c4d_211017_053612_ori	50.0
c4d_211017_053732_ori	50.0
c4d_211017_060003_ori	50.0
c4d_211017_060123_ori	50.0
c4d_211017_060243_ori	50.0
c4d_211017_060402_ori	50.0
c4d_211017_060523_ori	50.0
c4d_211017_060643_ori	50.0
c4d_211017_060803_ori	50.0
c4d_211017_060922_ori	50.0
c4d_211017_061047_ori	50.0
c4d_211017_061207_ori	50.0
c4d_211017_061328_ori	50.0
c4d_211017_061447_ori	50.0
c4d_211017_062055_ori	50.0
c4d_211017_062215_ori	50.0
c4d_211017_062335_ori	50.0
c4d_211017_062532_ori	50.0
c4d_211017_062650_ori	50.0
c4d_211017_062811_ori	50.0
c4d_211017_062929_ori	50.0
c4d_211017_063050_ori	50.0
c4d_211017_063209_ori	50.0
c4d_211017_063330_ori	50.0
c4d_211017_063450_ori	50.0
c4d_211017_063614_ori	50.0
c4d_211017_063733_ori	50.0
c4d_211017_063858_ori	50.0
c4d_211017_064017_ori	50.0
c4d_211017_074129_ori	50.0
c4d_211017_074248_ori	50.0
c4d_211017_074411_ori	50.0
c4d_211017_074531_ori	50.0
c4d_211017_074715_ori	50.0
c4d_211017_074834_ori	50.0
c4d_211017_074959_ori	50.0
c4d_211017_075120_ori	50.0
c4d_211018_075933_ori	50.0
c4d_211018_080053_ori	50.0
c4d_211018_080214_ori	50.0
c4d_211018_080333_ori	50.0
c4d_211018_080454_ori	50.0
c4d_211018_080613_ori	50.0
c4d_211018_080732_ori	50.0
c4d_211018_080851_ori	50.0
c4d_211018_081011_ori	50.0
c4d_211018_081129_ori	50.0
c4d_211018_081252_ori	50.0
c4d_211018_081410_ori	50.0
c4d_211017_003136_ori	25.0
c4d_211017_003230_ori	25.0
c4d_211017_003324_ori	25.0
c4d_211017_003418_ori	25.0
c4d_211017_005436_ori	15.0
c4d_211017_011335_ori	15.0
c4d_211017_011418_ori	15.0
c4d_211017_011501_ori	15.0
c4d_211017_041835_ori	15.0
c4d_211017_041919_ori	15.0
c4d_211017_042002_ori	15.0
c4d_211017_042131_ori	15.0
c4d_211017_042215_ori	15.0
c4d_211017_042302_ori	15.0
c4d_211017_042345_ori	15.0
c4d_211017_042428_ori	15.0
c4d_211017_042511_ori	15.0
c4d_211017_042702_ori	25.0
c4d_211017_042757_ori	25.0
c4d_211017_042918_ori	25.0
c4d_211017_043012_ori	25.0
c4d_211017_043130_ori	15.0
c4d_211017_043213_ori	15.0
c4d_211017_061730_ori	15.0
c4d_211017_061814_ori	15.0
c4d_211017_061858_ori	15.0
c4d_211017_061941_ori	15.0
c4d_211017_064211_ori	15.0
c4d_211017_064254_ori	15.0
c4d_211017_064336_ori	15.0
c4d_211017_064420_ori	15.0
c4d_211017_064502_ori	15.0
c4d_211017_064546_ori	15.0
c4d_211017_064636_ori	15.0
c4d_211017_064719_ori	15.0
c4d_211017_064803_ori	15.0
c4d_211017_073134_ori	15.0
c4d_211017_073218_ori	15.0
c4d_211017_073301_ori	15.0
c4d_211017_073345_ori	15.0
c4d_211017_073501_ori	15.0
c4d_211017_073545_ori	15.0
c4d_211017_073627_ori	15.0
c4d_211017_075908_ori	25.0
c4d_211017_080001_ori	25.0
c4d_211017_080056_ori	25.0
c4d_211017_080150_ori	15.0
c4d_211020_030201_ori	60.0
c4d_211020_030332_ori	86.0
c4d_211020_030527_ori	130.0
c4d_211020_030806_ori	60.0
c4d_211020_030937_ori	86.0
c4d_211020_031132_ori	130.0
c4d_211020_031412_ori	60.0
c4d_211020_031542_ori	86.0
c4d_211020_031735_ori	130.0
c4d_211020_032015_ori	60.0
c4d_211020_032144_ori	86.0
c4d_211020_032337_ori	130.0
c4d_211020_032623_ori	60.0
c4d_211020_032751_ori	86.0
c4d_211020_032945_ori	130.0
c4d_211020_033225_ori	60.0
c4d_211020_033354_ori	86.0
c4d_211020_033548_ori	130.0
c4d_211020_033827_ori	60.0
c4d_211020_033956_ori	86.0
c4d_211020_034150_ori	130.0
c4d_211020_034429_ori	60.0
c4d_211020_034558_ori	86.0
c4d_211020_034752_ori	130.0
c4d_211020_035031_ori	60.0
c4d_211020_035200_ori	86.0
c4d_211020_035353_ori	130.0
c4d_211020_035633_ori	60.0
c4d_211020_035802_ori	86.0
c4d_211020_035956_ori	130.0
c4d_211020_003707_ori	50.0
c4d_211019_234536_ori	30.0
c4d_211020_003826_ori	50.0
c4d_211020_003947_ori	50.0
c4d_211020_004106_ori	50.0
c4d_211020_004228_ori	50.0
c4d_211020_004347_ori	50.0
c4d_211020_004508_ori	50.0
c4d_211020_004625_ori	50.0
c4d_211020_004746_ori	50.0
c4d_211020_004903_ori	50.0
c4d_211020_005024_ori	50.0
c4d_211020_005143_ori	50.0
c4d_211020_005848_ori	50.0
c4d_211020_010006_ori	50.0
c4d_211020_010132_ori	50.0
c4d_211020_010250_ori	50.0
c4d_211020_010412_ori	50.0
c4d_211020_010530_ori	50.0
c4d_211020_010649_ori	50.0
c4d_211020_010808_ori	50.0
c4d_211020_010930_ori	50.0
c4d_211020_011047_ori	50.0
c4d_211020_011208_ori	50.0
c4d_211020_011327_ori	50.0
c4d_211020_012127_ori	50.0
c4d_211020_012246_ori	50.0
c4d_211020_012404_ori	50.0
c4d_211020_040451_ori	50.0
c4d_211020_040611_ori	50.0
c4d_211020_040730_ori	50.0
c4d_211020_040849_ori	50.0
c4d_211020_041009_ori	50.0
c4d_211020_041129_ori	50.0
c4d_211020_041251_ori	50.0
c4d_211020_041410_ori	50.0
c4d_211020_041531_ori	50.0
c4d_211020_041651_ori	50.0
c4d_211020_041812_ori	50.0
c4d_211020_041931_ori	50.0
c4d_211020_042114_ori	50.0
c4d_211020_042234_ori	50.0
c4d_211020_042354_ori	50.0
c4d_211020_042512_ori	50.0
c4d_211020_042634_ori	50.0
c4d_211020_042753_ori	50.0
c4d_211020_042915_ori	50.0
c4d_211020_043034_ori	50.0
c4d_211020_043156_ori	50.0
c4d_211020_043314_ori	50.0
c4d_211020_043434_ori	50.0
c4d_211020_043552_ori	50.0
c4d_211020_043808_ori	50.0
c4d_211020_043927_ori	50.0
c4d_211020_044945_ori	50.0
c4d_211020_045104_ori	50.0
c4d_211020_045236_ori	50.0
c4d_211020_045357_ori	50.0
c4d_211020_045518_ori	50.0
c4d_211020_045638_ori	50.0
c4d_211020_045758_ori	50.0
c4d_211020_045916_ori	50.0
c4d_211020_050047_ori	50.0
c4d_211020_050206_ori	50.0
c4d_211020_050354_ori	50.0
c4d_211020_050513_ori	50.0
c4d_211020_050632_ori	50.0
c4d_211020_050750_ori	50.0
c4d_211020_050910_ori	50.0
c4d_211020_051030_ori	50.0
c4d_211020_051147_ori	50.0
c4d_211020_051307_ori	50.0
c4d_211020_051426_ori	50.0
c4d_211020_051544_ori	50.0
c4d_211020_051718_ori	50.0
c4d_211020_051837_ori	50.0
c4d_211020_054641_ori	50.0
c4d_211020_054800_ori	50.0
c4d_211020_054918_ori	50.0
c4d_211020_055112_ori	50.0
c4d_211020_055231_ori	50.0
c4d_211020_055351_ori	50.0
c4d_211020_055510_ori	50.0
c4d_211020_055633_ori	50.0
c4d_211020_055752_ori	50.0
c4d_211020_055912_ori	50.0
c4d_211020_060030_ori	50.0
c4d_211020_060202_ori	50.0
c4d_211020_060320_ori	50.0
c4d_211020_060443_ori	50.0
c4d_211020_060603_ori	50.0
c4d_211020_064604_ori	50.0
c4d_211020_064721_ori	50.0
c4d_211020_064840_ori	50.0
c4d_211020_064959_ori	50.0
c4d_211020_065118_ori	50.0
c4d_211020_065238_ori	50.0
c4d_211020_065358_ori	50.0
c4d_211020_065515_ori	50.0
c4d_211020_065636_ori	50.0
c4d_211020_065755_ori	50.0
c4d_211020_065916_ori	50.0
c4d_211020_070041_ori	50.0
c4d_211020_073512_ori	50.0
c4d_211020_073631_ori	50.0
c4d_211020_073754_ori	50.0
c4d_211020_073913_ori	50.0
c4d_211020_074059_ori	50.0
c4d_211020_074218_ori	50.0
c4d_211020_074336_ori	50.0
c4d_211020_074454_ori	50.0
c4d_211020_003412_ori	15.0
c4d_211020_003456_ori	15.0
c4d_211020_003539_ori	15.0
c4d_211020_005502_ori	25.0
c4d_211020_005556_ori	25.0
c4d_211020_005649_ori	25.0
c4d_211020_005742_ori	25.0
c4d_211020_011511_ori	15.0
c4d_211020_011555_ori	25.0
c4d_211020_011649_ori	25.0
c4d_211020_011742_ori	25.0
c4d_211020_011852_ori	15.0
c4d_211020_011935_ori	15.0
c4d_211020_012017_ori	15.0
c4d_211020_012840_ori	25.0
c4d_211020_012934_ori	25.0
c4d_211020_013157_ori	15.0
c4d_211020_013240_ori	15.0
c4d_211020_013322_ori	25.0
c4d_211020_013416_ori	25.0
c4d_211020_013629_ori	15.0
c4d_211020_013713_ori	15.0
c4d_211020_013756_ori	15.0
c4d_211020_044223_ori	15.0
c4d_211020_044306_ori	15.0
c4d_211020_044349_ori	15.0
c4d_211020_044431_ori	15.0
c4d_211020_044600_ori	15.0
c4d_211020_044643_ori	15.0
c4d_211020_044725_ori	15.0
c4d_211020_054446_ori	15.0
c4d_211020_054528_ori	15.0
c4d_211020_060802_ori	15.0
c4d_211020_060845_ori	15.0
c4d_211020_060931_ori	15.0
c4d_211020_061013_ori	15.0
c4d_211020_061055_ori	15.0
c4d_211020_061137_ori	15.0
c4d_211020_063923_ori	15.0
c4d_211020_064006_ori	15.0
c4d_211020_064049_ori	15.0
c4d_211020_064132_ori	15.0
c4d_211020_064240_ori	15.0
c4d_211020_064324_ori	15.0
c4d_211020_064407_ori	15.0
c4d_211020_064450_ori	15.0
c4d_211020_070246_ori	15.0
c4d_211020_070329_ori	15.0
c4d_211020_070552_ori	15.0
c4d_211020_070634_ori	15.0
c4d_211020_070818_ori	15.0
c4d_211020_070901_ori	15.0
c4d_211020_070954_ori	15.0
c4d_211020_071038_ori	15.0
c4d_211020_071120_ori	15.0
c4d_211020_071204_ori	15.0
c4d_211020_071246_ori	15.0
c4d_211020_071328_ori	15.0
c4d_211020_071411_ori	15.0
c4d_211020_075448_ori	15.0
c4d_211020_075531_ori	15.0
c4d_211020_075614_ori	15.0
c4d_211020_075657_ori	15.0
c4d_211020_075910_ori	15.0
c4d_211020_075954_ori	15.0
c4d_211020_080036_ori	15.0
c4d_211020_080119_ori	15.0
c4d_211023_025927_ori	60.0
c4d_211023_030056_ori	86.0
c4d_211023_030251_ori	130.0
c4d_211023_030530_ori	60.0
c4d_211023_030659_ori	86.0
c4d_211023_030853_ori	130.0
c4d_211023_031145_ori	60.0
c4d_211023_031313_ori	86.0
c4d_211023_031507_ori	130.0
c4d_211023_031745_ori	60.0
c4d_211023_031914_ori	86.0
c4d_211023_032108_ori	130.0
c4d_211023_032347_ori	60.0
c4d_211023_032515_ori	86.0
c4d_211023_032710_ori	130.0
c4d_211023_032949_ori	60.0
c4d_211023_033118_ori	86.0
c4d_211023_033312_ori	130.0
c4d_211023_033552_ori	60.0
c4d_211023_033720_ori	86.0
c4d_211023_033916_ori	130.0
c4d_211023_034156_ori	60.0
c4d_211023_034325_ori	86.0
c4d_211023_034519_ori	130.0
c4d_211023_034759_ori	60.0
c4d_211023_034927_ori	86.0
c4d_211023_035121_ori	130.0
c4d_211023_035359_ori	60.0
c4d_211023_035527_ori	86.0
c4d_211023_035721_ori	130.0
c4d_211025_043510_ori	60.0
c4d_211025_043638_ori	86.0
c4d_211025_043834_ori	130.0
c4d_211025_044113_ori	60.0
c4d_211025_044243_ori	86.0
c4d_211025_044437_ori	130.0
c4d_211025_044716_ori	60.0
c4d_211025_044847_ori	86.0
c4d_211025_045041_ori	130.0
c4d_211025_045320_ori	60.0
c4d_211025_045450_ori	86.0
c4d_211025_045645_ori	130.0
c4d_211025_045925_ori	60.0
c4d_211025_050056_ori	86.0
c4d_211025_050250_ori	130.0
c4d_211025_050529_ori	60.0
c4d_211025_050658_ori	86.0
c4d_211025_050852_ori	130.0
c4d_211025_051132_ori	60.0
c4d_211025_051303_ori	86.0
c4d_211025_051458_ori	130.0
c4d_211025_051736_ori	60.0
c4d_211025_051905_ori	86.0
c4d_211025_052100_ori	130.0
c4d_211025_052341_ori	60.0
c4d_211025_052510_ori	86.0
c4d_211025_052705_ori	130.0
c4d_211025_052945_ori	60.0
c4d_211025_053114_ori	86.0
c4d_211025_053310_ori	130.0
c4d_211022_234530_ori	30.0
c4d_211023_004148_ori	50.0
c4d_211023_004307_ori	50.0
c4d_211023_004429_ori	50.0
c4d_211023_004548_ori	50.0
c4d_211023_004709_ori	50.0
c4d_211023_004827_ori	50.0
c4d_211023_004952_ori	50.0
c4d_211023_005111_ori	50.0
c4d_211023_005231_ori	50.0
c4d_211023_005350_ori	50.0
c4d_211023_005632_ori	50.0
c4d_211023_005750_ori	50.0
c4d_211023_010440_ori	50.0
c4d_211023_010603_ori	50.0
c4d_211023_010725_ori	50.0
c4d_211023_010843_ori	50.0
c4d_211023_011005_ori	50.0
c4d_211023_011123_ori	50.0
c4d_211023_011242_ori	50.0
c4d_211023_011401_ori	50.0
c4d_211023_011522_ori	50.0
c4d_211023_011640_ori	50.0
c4d_211023_011800_ori	50.0
c4d_211023_011919_ori	50.0
c4d_211023_012759_ori	50.0
c4d_211023_012917_ori	50.0
c4d_211023_013035_ori	50.0
c4d_211023_040220_ori	50.0
c4d_211023_040339_ori	50.0
c4d_211023_040459_ori	50.0
c4d_211023_040618_ori	50.0
c4d_211023_040739_ori	50.0
c4d_211023_040859_ori	50.0
c4d_211023_041021_ori	50.0
c4d_211023_041139_ori	50.0
c4d_211023_041259_ori	50.0
c4d_211023_041419_ori	50.0
c4d_211023_041539_ori	50.0
c4d_211023_041658_ori	50.0
c4d_211023_041843_ori	50.0
c4d_211023_042002_ori	50.0
c4d_211023_042123_ori	50.0
c4d_211023_042242_ori	50.0
c4d_211023_042404_ori	50.0
c4d_211023_042521_ori	50.0
c4d_211023_042643_ori	50.0
c4d_211023_042802_ori	50.0
c4d_211023_042923_ori	50.0
c4d_211023_043041_ori	50.0
c4d_211023_043202_ori	50.0
c4d_211023_043320_ori	50.0
c4d_211023_043545_ori	50.0
c4d_211023_043704_ori	50.0
c4d_211023_043839_ori	50.0
c4d_211023_043958_ori	50.0
c4d_211023_044122_ori	50.0
c4d_211023_044241_ori	50.0
c4d_211023_044400_ori	50.0
c4d_211023_044520_ori	50.0
c4d_211023_044713_ori	50.0
c4d_211023_044832_ori	50.0
c4d_211023_044955_ori	50.0
c4d_211023_045114_ori	50.0
c4d_211023_050335_ori	50.0
c4d_211023_050454_ori	50.0
c4d_211023_050619_ori	50.0
c4d_211023_050738_ori	50.0
c4d_211023_050858_ori	50.0
c4d_211023_051017_ori	50.0
c4d_211023_051138_ori	50.0
c4d_211023_051257_ori	50.0
c4d_211023_051422_ori	50.0
c4d_211023_051541_ori	50.0
c4d_211023_051731_ori	50.0
c4d_211023_051851_ori	50.0
c4d_211023_052011_ori	50.0
c4d_211023_052129_ori	50.0
c4d_211023_052251_ori	50.0
