# Melissa Graham, nightly_epoch_magnitude_limits.ipynb 
# UTC = Mon, 11 Sep 2023 01:51:05 +0000 
# 
# Columns 
#  0 field 
#  1 calendar date 
#  2 MJD 
#  3 filter 
#  4 number of images combined 
#  5 limitng magnitude (mean of image magnitude limits) 
#  6 limitng magnitude uncertainty (std dev) 
# 
ELAIS     2021-12-13 59561.201677 g   8 22.036  0.111 
ELAIS     2021-12-13 59561.202864 r   8 22.493  0.170 
ELAIS     2021-12-13 59561.204566 i   8 22.621  0.148 
ELAIS     2021-12-16 59564.094460 g  20 22.637  0.082 
ELAIS     2021-12-16 59564.095649 r  20 23.190  0.038 
ELAIS     2021-12-16 59564.097234 i  20 23.224  0.042 
ELAIS     2021-12-19 59567.083523 g  10 22.223  0.056 
ELAIS     2021-12-19 59567.084708 r  10 22.840  0.037 
ELAIS     2021-12-19 59567.086288 i  10 23.073  0.047 
ELAIS     2021-12-22 59570.094802 g  20 23.020  0.314 
ELAIS     2021-12-22 59570.095981 r  20 23.232  0.364 
ELAIS     2021-12-22 59570.097561 i  20 23.184  0.264 
ELAIS     2021-12-24 59572.094411 g  20 23.898  0.100 
ELAIS     2021-12-24 59572.095594 r  20 23.963  0.096 
ELAIS     2021-12-24 59572.097179 i  20 23.607  0.110 
ELAIS     2022-01-03 59582.098098 g  20 23.863  0.083 
ELAIS     2022-01-03 59582.099282 r  20 23.995  0.092 
ELAIS     2022-01-03 59582.100864 i  20 23.721  0.178 
ELAIS     2022-01-13 59592.095451 g  20 22.575  0.078 
ELAIS     2022-01-13 59592.096630 r  20 23.106  0.063 
ELAIS     2022-01-13 59592.098218 i  20 23.183  0.059 
ELAIS     2022-01-18 59597.086051 g  10 20.923  0.178 
ELAIS     2022-01-18 59597.087227 r  10 20.952  1.132 
ELAIS     2022-01-18 59597.088810 i  10 21.244  1.185 
ELAIS     2022-05-30 59729.400393 r  10 22.970  0.436 
ELAIS     2022-05-30 59729.401987 i  10 22.676  0.402 
ELAIS     2022-05-30 59729.409853 g  16 22.857  0.490 
ELAIS     2022-06-08 59738.372632 g  20 22.873  0.949 
ELAIS     2022-06-08 59738.373806 r  20 22.647  0.965 
ELAIS     2022-06-08 59738.375384 i  20 22.183  0.880 
ELAIS     2022-06-09 59739.384641 g  14 23.868  0.043 
ELAIS     2022-06-09 59739.385821 r  14 23.805  0.046 
ELAIS     2022-06-09 59739.387403 i  14 23.466  0.023 
ELAIS     2022-06-11 59741.391652 g  20 24.094  0.040 
ELAIS     2022-06-11 59741.392829 r  20 24.018  0.036 
ELAIS     2022-06-11 59741.394410 i  20 23.579  0.043 
ELAIS     2022-06-12 59742.366550 g  20 23.036  0.240 
ELAIS     2022-06-12 59742.367733 r  20 23.418  0.165 
ELAIS     2022-06-12 59742.369321 i  20 23.430  0.090 
ELAIS     2022-06-13 59743.361068 g  18 21.046  1.025 
ELAIS     2022-06-13 59743.363545 r  16 21.471  1.239 
ELAIS     2022-06-13 59743.364090 i  16 21.620  1.120 
ELAIS     2022-06-16 59746.328668 g  20 21.240  0.141 
ELAIS     2022-06-16 59746.329844 r  20 21.719  0.122 
