# archfnmbase            ra         dec        mjd          filt  airm  object       expt  seqid                     class                type   moonsep moonill medpixval  
c4d_211204_044406_ori      9.499996 -43.998000 59552.197298 r      1.59 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     94.81   0.000          0 
c4d_210512_032335_ori    150.000000   3.100000 59346.141384 g      2.44 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     95.87   0.001          0 
c4d_210527_100008_ori      9.499996 -43.998000 59361.416769 g      1.27 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.20   0.986          0 
c4d_210917_002309_ori    270.889996 -29.530000 59474.016082 g      1.05 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      34.25   0.826       3801 
c4d_210509_090426_ori    270.889996 -29.530000 59343.378082 g      1.05 DECaPS-East   10.0 DECaPSEast-DDF-A          None                 None    111.91   0.053          0 
c4d_210926_052753_ori      7.874596 -43.009600 59483.227705 i      1.03 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     80.37   0.758          0 
c4d_211002_090621_ori    116.320004 -26.250000 59489.379415 i      1.22 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      53.27   0.196          0 
c4d_220123_054226_ori    116.320004 -26.250000 59602.237803 g      1.05 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      73.02   0.743          0 
c4d_210429_083656_ori    270.889996 -29.530000 59333.358983 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A-MOON     DECaPS-East          GAL      21.79   0.927       5213 
c4d_210518_075710_ori    270.889996 -29.530000 59352.331375 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL     141.59   0.351          0 
c4d_210428_225506_ori    126.711254 -29.215278 59332.954940 r      1.00 pointing       5.0 None                      None                 None    101.61   0.951          0 
c4d_210514_235602_ori    150.780000   1.750000 59348.997250 i      1.19 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     64.84   0.090          0 
c4d_210926_043734_ori      7.874596 -43.009600 59483.192759 r      1.03 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     80.06   0.761          0 
c4d_210427_025348_ori    150.780000   1.750000 59331.120695 g      1.47 COSMOS-3      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     65.53   0.999          0 
c4d_211014_083248_ori    116.320004 -26.250000 59501.356116 i      1.18 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.62   0.634          0 
c4d_210920_085813_ori    116.320004 -26.250000 59477.373767 g      1.46 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     116.17   0.994          0 
c4d_210328_015414_ori    150.780000   1.750000 59301.079330 i      1.19 COSMOS-3      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     29.70   0.991       3292 
c4d_211222_023431_ori      9.499996 -43.998000 59570.107310 i      1.32 ELAIS-E2     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    125.74   0.923          0 
c4d_210601_235429_ori    150.780000   1.750000 59366.996171 r      1.33 COSMOS-3      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    164.47   0.533          0 
c4d_211128_073609_ori    116.320004 -26.250000 59546.316779 r      1.01 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      63.63   0.418          0 
c4d_210924_085528_ori    116.320004 -26.250000 59481.371856 z      1.39 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      85.94   0.890          0 
c4d_210509_005312_ori    150.780000   1.750000 59343.036949 i      1.24 COSMOS-3     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    132.37   0.068          0 
c4d_220118_020044_ori      9.499996 -43.998000 59597.083846 i      1.68 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    123.36   0.998          0 
c4d_210324_085859_ori    270.889996 -29.530000 59297.374304 i      1.08 DECaPS-East   30.0 DECaPSEast-DDF            DECaPS-East          GAL     145.93   0.766          0 
c4d_210324_031315_ori    150.000000   3.100000 59297.134205 r      1.21 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     31.73   0.744       3023 
c4d_220118_055316_ori    116.320004 -26.250000 59597.245326 g      1.04 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      51.82   0.998       4938 
c4d_211023_033916_ori      7.874596 -43.009600 59510.152274 i      1.03 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     76.85   0.942          0 
c4d_220113_070201_ori    149.220000   1.750000 59592.293067 g      1.18 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     89.91   0.815          0 
c4d_210602_070920_ori    270.889996 -29.530000 59367.298157 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL      71.17   0.502          0 
c4d_211219_015514_ori      9.499996 -43.998000 59567.080030 r      1.17 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     98.97   1.000          0 
c4d_210602_095017_ori      9.499996 -43.998000 59367.409923 i      1.23 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.21   0.491       4609 
c4d_210602_100030_ori      9.499996 -43.998000 59367.417018 r      1.21 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.22   0.490       2455 
c4d_211119_045413_ori      7.874596 -43.009600 59537.204328 g      1.38 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     74.48   1.000          0 
c4d_210409_004408_ori    149.220000   1.750000 59313.030649 r      1.20 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    160.11   0.090          0 
c4d_211207_073342_ori    116.320004 -26.250000 59555.315071 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL     129.42   0.130          0 
c4d_210409_002559_ori    149.220000   1.750000 59313.018051 r      1.23 COSMOS-2      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    160.26   0.091          0 
c4d_210412_010641_ori    150.000000   3.100000 59316.046311 g      1.20 COSMOS-1      10.0 COSMOS-DDF-SEQ-A          None                 None    128.76   0.001          0 
c4d_220113_022322_ori      9.499996 -43.998000 59592.099564 i      1.71 ELAIS-E2     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     77.77   0.800          0 
c4d_210515_015607_ori    149.220000   1.750000 59349.080638 g      1.58 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     62.49   0.095          0 
c4d_210929_084320_ori    116.320004 -26.250000 59486.363430 z      1.35 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      55.16   0.474       2236 
c4d_211005_052045_ori      7.874596 -43.009600 59492.222749 i      1.05 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    142.54   0.022          0 
c4d_210415_011207_ori    150.000000   3.100000 59319.050087 i      1.19 COSMOS-1     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     94.43   0.077          0 
c4d_210403_011533_ori    150.780000   1.750000 59307.052468 r      1.20 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    113.65   0.652          0 
c4d_210512_020428_ori    150.780000   1.750000 59346.086442 i      1.52 COSMOS-3     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     97.87   0.001          0 
c4d_220113_052723_ori    116.320004 -26.250000 59592.227350 z      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      73.67   0.810          0 
c4d_210607_232147_ori    149.220000   1.750000 59372.973465 i      1.32 COSMOS-2      90.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    100.64   0.055          0 
c4d_210602_070518_ori    270.889996 -29.530000 59367.295355 i      1.03 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      71.14   0.503          0 
c4d_210319_004810_ori    150.780000   1.750000 59292.033458 g      1.41 COSMOS-3      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     92.43   0.265          0 
c4d_210524_095511_ori      9.499996 -43.998000 59358.413330 r      1.33 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    122.89   0.936          0 
c4d_210429_082642_ori    270.889996 -29.530000 59333.351878 r      1.00 DECaPS-East   25.0 DECaPSEast-DDF-A-MOON     DECaPS-East          GAL      21.86   0.928       2736 
c4d_210530_001131_ori    150.780000   1.750000 59364.007999 g      1.34 COSMOS-3      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    143.79   0.829          0 
c4d_210611_000856_ori    150.780000   1.750000 59376.006205 g      1.54 COSMOS-3      80.0 COSMOS-AGN-1              COSMOS-AGN           EGAL     67.52   0.003          0 
c4d_210324_031146_ori    150.000000   3.100000 59297.133177 g      1.21 COSMOS-1      60.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     31.74   0.744       2430 
c4d_211005_085735_ori    116.320004 -26.250000 59492.373331 g      1.21 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      69.75   0.018          0 
c4d_210527_094204_ori      7.874596 -43.009600 59361.404217 g      1.31 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     87.82   0.987          0 
c4d_211017_024125_ori      9.499996 -43.998000 59504.112104 g      1.05 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.60   0.878       2707 
c4d_210509_100604_ori    270.889996 -29.530000 59343.420887 r      1.18 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL     112.41   0.051          0 
c4d_211104_080821_ori    116.320004 -26.250000 59522.339142 r      1.06 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      91.94   0.005          0 
c4d_211101_075910_ori    116.320004 -26.250000 59519.332755 r      1.09 DECaPS-West   50.0 DECaPSWest-DDF-B          DECaPS-West          GAL      66.31   0.167          0 
c4d_210602_072600_ori    270.889996 -29.530000 59367.309729 r      1.05 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL      71.28   0.501          0 
c4d_210425_090112_ori    270.889996 -29.530000 59329.375834 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      82.26   0.952          0 
c4d_210319_022302_ori    150.000000   3.100000 59292.099330 r      1.21 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     90.59   0.271          0 
c4d_210509_083652_ori    270.889996 -29.530000 59343.358942 g      1.02 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL     111.67   0.054          0 
c4d_211116_073253_ori    116.320004 -26.250000 59534.314505 z      1.05 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      98.65   0.916          0 
c4d_210328_015639_ori    150.000000   3.100000 59301.081016 r      1.20 COSMOS-1      30.0 COSMOS-DDF-SEQ-A          COSMOS-MOON          EGAL     30.30   0.991       3176 
c4d_210415_090431_ori    270.889996 -29.530000 59319.378146 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     149.82   0.094          0 
c4d_210524_094305_ori      9.499996 -43.998000 59358.404927 r      1.38 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    122.97   0.936          0 
c4d_211024_084147_ori    116.320004 -26.250000 59511.362358 r      1.08 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      67.24   0.878          0 
c4d_220123_075111_ori    149.220000   1.750000 59602.327217 r      1.25 COSMOS-2      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     37.28   0.734       2620 
c4d_210427_012733_ori    149.220000   1.750000 59331.060805 g      1.23 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     66.43   0.999          0 
c4d_211023_003335_ori    270.889996 -29.530000 59510.023327 z      1.54 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     145.60   0.948          0 
c4d_210331_021233_ori    149.220000   1.750000 59304.092055 g      1.18 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     73.42   0.923          0 
c4d_211023_001318_ori    270.889996 -29.530000 59510.009246 g      1.42 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL     145.43   0.948          0 
c4d_210509_025119_ori    149.220000   1.750000 59343.118979 g      1.83 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    129.53   0.065          0 
c4d_210926_044339_ori      9.499996 -43.998000 59483.196984 r      1.03 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     79.88   0.761          0 
c4d_211216_020754_ori      9.499996 -43.998000 59564.088822 r      1.17 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     71.12   0.917          0 
c4d_210328_001242_ori    149.220000   1.750000 59301.008820 g      1.38 COSMOS-2      10.0 COSMOS-DDF-SEQ-C          None                 None     30.60   0.990          0 
c4d_210403_003434_ori    149.220000   1.750000 59307.024005 i      1.25 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    114.59   0.655          0 
c4d_210403_024000_ori    150.780000   1.750000 59307.111115 r      1.19 COSMOS-3      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL    114.57   0.646          0 
c4d_210530_101540_ori      9.499996 -43.998000 59364.427551 i      1.20 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     55.02   0.791       3828 
c4d_210926_080725_ori    116.320004 -26.250000 59483.338492 i      1.65 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      71.49   0.749          0 
c4d_211107_052452_ori      7.874596 -43.009600 59525.225605 r      1.32 ELAIS-E1      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     88.71   0.080          0 
c4d_210602_064512_ori    270.889996 -29.530000 59367.281395 g      1.01 DECaPS-East   96.0 DECaPSEast-DDF-A          DECaPS-East          GAL      71.00   0.504          0 
c4d_210429_005653_ori    150.780000   1.750000 59333.039505 g      1.19 COSMOS-3      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     94.21   0.946          0 
c4d_210324_033129_ori    150.000000   3.100000 59297.146870 r      1.23 COSMOS-1      86.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     31.61   0.745       3454 
c4d_210530_090854_ori    270.889996 -29.530000 59364.381189 i      1.25 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      31.73   0.795       3594 
c4d_210509_100822_ori    270.889996 -29.530000 59343.422477 z      1.18 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     112.43   0.051          0 
c4d_211002_085737_ori    116.320004 -26.250000 59489.373355 g      1.25 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      53.25   0.197          0 
c4d_210923_031349_ori      7.874596 -43.009600 59480.134597 i      1.11 ELAIS-E1     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     52.54   0.953       4120 
c4d_210920_090018_ori    116.320004 -26.250000 59477.375214 r      1.45 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     116.17   0.994          0 
c4d_210920_023903_ori      7.874596 -43.009600 59477.110454 g      1.21 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     37.01   0.990       3923 
c4d_210427_080952_ori    270.889996 -29.530000 59331.340187 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL      52.48   0.999       5672 
c4d_220113_052623_ori    116.320004 -26.250000 59592.226660 i      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      73.67   0.810          0 
c4d_210917_032130_ori      9.499996 -43.998000 59474.139939 g      1.16 ELAIS-E2      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     52.89   0.837       2453 
c4d_210319_023704_ori    150.780000   1.750000 59292.109076 i      1.18 COSMOS-3     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     91.67   0.272          0 
c4d_210518_081215_ori    270.889996 -29.530000 59352.341845 z      1.03 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     141.42   0.352          0 
c4d_210923_090357_ori    116.320004 -26.250000 59480.377748 i      1.37 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      93.66   0.943          0 
c4d_220122_061251_ori    116.320004 -26.250000 59601.258930 i      1.10 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      65.91   0.826          0 
c4d_210527_080627_ori    270.889996 -29.530000 59361.337823 i      1.07 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      14.14   0.988       9044 
c4d_210324_032115_ori    149.220000   1.750000 59297.139766 i      1.20 COSMOS-2     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     32.07   0.745       8847 
c4d_211107_044702_ori      7.874596 -43.009600 59525.199329 g      1.20 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     89.10   0.079          0 
c4d_210506_002202_ori    149.220000   1.750000 59340.015302 i      1.19 COSMOS-2     130.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    161.72   0.283          0 
c4d_220113_022126_ori      9.499996 -43.998000 59592.098226 r      1.69 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     77.76   0.800          0 
c4d_220118_072250_ori    149.220000   1.750000 59597.307530 g      1.19 COSMOS-2      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     33.42   0.998       5052 
c4d_210602_085845_ori      9.499996 -43.998000 59367.374136 r      1.42 ELAIS-E2      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.18   0.495       2351 
c4d_210512_003221_ori    149.220000   1.750000 59346.022471 g      1.24 COSMOS-2      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     97.29   0.001          0 
c4d_211023_035121_ori      7.874596 -43.009600 59510.160666 i      1.04 ELAIS-E1     130.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     76.91   0.942          0 
c4d_210509_003657_ori    150.000000   3.100000 59343.025660 g      1.24 COSMOS-1      60.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL    131.60   0.069          0 
c4d_210512_084016_ori    270.889996 -29.530000 59346.361303 r      1.04 DECaPS-East   50.0 DECaPSEast-DDF-B          DECaPS-East          GAL     146.89   0.003          0 
c4d_210920_085454_ori    116.320004 -26.250000 59477.371463 r      1.48 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     116.19   0.994          0 
c4d_220121_043229_ori    116.320004 -26.250000 59600.189226 z      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      59.64   0.901       2275 
c4d_210926_080302_ori    116.320004 -26.250000 59483.335447 z      1.68 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      71.50   0.749          0 
c4d_211114_050335_ori      9.499996 -43.998000 59532.210828 i      1.32 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     39.46   0.767       4152 
c4d_210527_090606_ori      7.874596 -43.009600 59361.379246 r      1.46 ELAIS-E1      86.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     88.04   0.987          0 
c4d_210415_100419_ori    270.889996 -29.530000 59319.419675 z      1.02 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     150.46   0.096          0 
c4d_210524_094739_ori      7.874596 -43.009600 59358.408094 g      1.33 ELAIS-E1      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    123.27   0.936          0 
c4d_210512_015219_ori    150.000000   3.100000 59346.078007 i      1.50 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     96.83   0.001          0 
c4d_210530_000340_ori    149.220000   1.750000 59364.002558 r      1.34 COSMOS-2      70.0 COSMOS-AGN-1              COSMOS-AGN           EGAL    144.89   0.829          0 
c4d_210429_010256_ori    150.000000   3.100000 59333.043713 g      1.22 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     95.47   0.946          0 
c4d_211116_073814_ori    116.320004 -26.250000 59534.318224 z      1.04 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      98.62   0.916          0 
c4d_211207_072100_ori    116.320004 -26.250000 59555.306251 i      1.00 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.41   0.129          0 
c4d_211101_074952_ori    116.320004 -26.250000 59519.326300 i      1.11 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      66.27   0.168          0 
c4d_210331_031026_ori    150.780000   1.750000 59304.132256 i      1.21 COSMOS-3     130.0 COSMOS-DDF-SEQ-B          COSMOS               EGAL     72.40   0.920          0 
c4d_211216_014813_ori      7.874596 -43.009600 59564.075151 g      1.14 ELAIS-E1      60.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     71.03   0.917          0 
c4d_210917_090251_ori    116.320004 -26.250000 59474.376980 g      1.50 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     129.52   0.855          0 
c4d_220122_060728_ori    116.320004 -26.250000 59601.255194 i      1.09 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      65.89   0.826          0 
c4d_211017_024448_ori      9.499996 -43.998000 59504.114447 i      1.05 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL     38.60   0.878       4324 
c4d_210923_003631_ori    270.889996 -29.530000 59480.025361 g      1.10 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     113.13   0.958          0 
c4d_220118_071214_ori    150.780000   1.750000 59597.300169 r      1.18 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     34.58   0.998       6311 
c4d_210415_083708_ori    270.889996 -29.530000 59319.359126 z      1.01 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     149.52   0.093          0 
c4d_210412_090751_ori    270.889996 -29.530000 59316.380452 i      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL     114.81   0.002          0 
c4d_211210_073132_ori    116.320004 -26.250000 59558.313570 r      1.00 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL     121.06   0.422          0 
c4d_210427_080816_ori    270.889996 -29.530000 59331.339080 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      52.49   0.999       3093 
c4d_211201_073808_ori    116.320004 -26.250000 59549.318149 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL      87.55   0.129          0 
c4d_211204_073710_ori    116.320004 -26.250000 59552.317484 g      1.00 DECaPS-West   96.0 DECaPSWest-DDF-A          DECaPS-West          GAL     114.46   0.000          0 
c4d_210522_064958_ori    270.889996 -29.530000 59356.284709 g      1.00 DECaPS-East   10.0 DECaPSEast-DDF-B          None                 None     89.50   0.763          0 
c4d_210319_022455_ori    150.000000   3.100000 59292.100643 i      1.21 COSMOS-1     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     90.57   0.271          0 
c4d_210527_061513_ori    270.889996 -29.530000 59361.260568 z      1.00 DECaPS-East   30.0 DECaPSEast-DDF-B          DECaPS-East          GAL      14.90   0.990       8927 
c4d_210524_095342_ori      9.499996 -43.998000 59358.412292 g      1.33 ELAIS-E2      60.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL    122.90   0.936          0 
c4d_210522_084334_ori      9.499996 -43.998000 59356.363596 i      1.77 ELAIS-E2     130.0 ELAIS-DDF-SEQ-A           ELAIS                EGAL    139.15   0.770          0 
c4d_211017_030702_ori      9.499996 -43.998000 59504.129887 r      1.04 ELAIS-E2      86.0 ELAIS-DDF-SEQ-B           ELAIS                EGAL     38.63   0.879       3147 
c4d_211222_055207_ori    116.320004 -26.250000 59570.244529 z      1.01 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      51.93   0.916       2144 
c4d_210923_003013_ori    270.889996 -29.530000 59480.020989 z      1.09 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     113.08   0.958          0 
c4d_210526_234636_ori    150.780000   1.750000 59360.990705 g      1.25 COSMOS-3      10.0 COSMOS-AGN-1              None                 None    101.56   0.996          0 
c4d_211020_001507_ori    270.889996 -29.530000 59507.010509 i      1.37 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL     109.13   0.995          0 
c4d_211216_052749_ori    116.320004 -26.250000 59564.227654 z      1.05 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      78.64   0.924          0 
c4d_211128_075428_ori    116.320004 -26.250000 59546.329496 z      1.00 DECaPS-West   30.0 DECaPSWest-DDF-B          DECaPS-West          GAL      63.69   0.417          0 
c4d_210518_080956_ori    270.889996 -29.530000 59352.340243 r      1.03 DECaPS-East   50.0 DECaPSEast-DDF-A          DECaPS-East          GAL     141.44   0.352          0 
c4d_210509_012603_ori    149.220000   1.750000 59343.059767 i      1.34 COSMOS-2     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    130.47   0.067          0 
c4d_210524_075809_ori    270.889996 -29.530000 59358.332057 z      1.04 DECaPS-East   30.0 DECaPSEast-DDF-A          DECaPS-East          GAL      59.63   0.931       4160 
c4d_211228_061206_ori    116.320004 -26.250000 59576.258411 r      1.00 DECaPS-West   50.0 DECaPSWest-DDF-A          DECaPS-West          GAL      83.62   0.376          0 
c4d_210521_235233_ori    150.780000   1.750000 59355.994827 g      1.22 COSMOS-3      10.0 COSMOS-AGN-1              None                 None     30.42   0.734          0 
c4d_220116_073332_ori    150.780000   1.750000 59595.314957 r      1.19 COSMOS-3      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     56.94   0.974       7836 
c4d_210514_235408_ori    150.780000   1.750000 59348.995931 r      1.19 COSMOS-3      86.0 COSMOS-DDF-SEQ-C          COSMOS               EGAL     64.85   0.090          0 
c4d_210324_093431_ori    270.889996 -29.530000 59297.398976 g      1.03 DECaPS-East   10.0 DECaPSEast-DDF-A          None                 None    145.54   0.768          0 
c4d_210418_085647_ori    270.889996 -29.530000 59322.372770 g      1.00 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     173.24   0.316          0 
c4d_210509_084815_ori    270.889996 -29.530000 59343.366846 g      1.04 DECaPS-East   96.0 DECaPSEast-DDF-B          DECaPS-East          GAL     111.77   0.053          0 
c4d_210409_012736_ori    150.000000   3.100000 59313.060839 g      1.19 COSMOS-1      60.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    160.99   0.089          0 
c4d_220123_074059_ori    150.780000   1.750000 59602.320131 i      1.22 COSMOS-3     130.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL     35.67   0.735       3662 
c4d_210929_085925_ori    116.320004 -26.250000 59486.374595 z      1.29 DECaPS-West   30.0 DECaPSWest-DDF-A          DECaPS-West          GAL      55.15   0.473       2203 
c4d_220123_055827_ori    116.320004 -26.250000 59602.248935 g      1.08 DECaPS-West   96.0 DECaPSWest-DDF-B          DECaPS-West          GAL      73.07   0.742          0 
c4d_210406_015628_ori    150.000000   3.100000 59310.080889 r      1.20 COSMOS-1      86.0 COSMOS-DDF-SEQ-A          COSMOS               EGAL    153.44   0.326          0 
